1,336145652,164678562
2,1840215326,47672506
3,2795612510,70499541
4,3507250434,156055226
5,5949078422,752617733
6,8471180010,859753172
7,8927914887,491164984
8,9151846215,346089250
9,9441158384,54236013
10,11108053285,738318814
11,13296735983,51497185
12,13611714269,257179516
13,14886565388,255835623
14,15510050553,672626124
15,15703406853,18925738
16,17015608142,117816231
17,17349341888,1098924732
18,18030033470,237978014
19,18753347998,114625555
20,19263700617,425760129
21,19477194870,520251483
22,20512110125,927198755
23,21103346115,620245858
24,21606152207,1925771560
25,21740298848,85585640
26,22113186053,59578977
27,23074812176,88357664
28,23254486253,3406273384
29,23813562762,95794944
30,24940598396,1840469461
31,24941389095,193432425
32,25826450970,850856239
33,28292007196,426813761
34,32866884742,299076045
35,33318929941,505327307
36,38241972006,1032102063
37,41224819627,331847154
38,42280581221,1427556713
39,44926322526,644832426
40,45148645529,69787491
41,48230065176,371868446
42,48684762181,597390604
43,49499701173,330455133
44,50035687012,1317239597
45,50909522148,1430671441
46,51326355397,8510094
47,51337212467,770683736
48,51413520262,342413662
49,51715613475,1366546328
50,52876906424,245351560
51,53461555084,62688911
52,53678272331,201913795
53,56129481878,174698875
54,56162645021,11928152
55,57209299223,28912933
56,58520987568,3692972400
57,58582944616,602591692
58,59271876789,630561653
59,60080760696,647675329
60,60489526136,596207858
61,60930120463,230127234
62,61274364593,189825049
63,61814118943,283438949
64,62675898661,135964812
65,63744396800,1173556227
66,64484737503,409468266
67,65487154507,746010527
68,65633169457,115029643
69,67005468502,2181483005
70,67288299503,2107404848
71,68237088954,362123967
72,70812096370,932902778
73,72261395418,975506242
74,72591428315,672164768
75,73313947106,53946890
76,73716510633,312950008
77,76076996614,92277813
78,76785495396,108137883
79,78655798770,736017704
80,78879000762,87907123
81,82177627045,422337232
82,82656059480,1154206394
83,83294642282,311975692
84,83898555413,822696221
85,84658086076,27681502
86,84715585682,91440522
87,84965471119,82363272
88,85445523027,226887964
89,87220525013,445748021
90,88087394058,32310294
91,91821198811,1742087550
92,94792905664,895061820
93,95558237814,141947768
94,96005061377,282283174
95,97435681984,427697785
96,98011861387,17114799
97,98053015705,491934613
98,98672326936,875264294
99,99263291811,291389667
100,102038635736,614285667
101,102613429880,1066697974
102,104234273668,17741652
103,104690926487,1204104008
104,104848127099,211005083
105,108949093652,197436063
106,109226209236,152798449
107,110302443820,75268737
108,110743151563,105314160
109,110974509471,753744729
110,112685605178,118283409
111,112811248852,1496220490
112,113317262196,337859254
113,115033040136,1063493116
114,115939296541,163386438
115,119262008906,67542142
116,121981795116,215261247
117,122066662794,686549435
118,122705874282,412920218
119,123454553325,55595683
120,124256724672,984998933
121,125310805850,138798180
122,127922378331,942546144
123,130416841140,1282085415
124,130482643746,345467796
125,138955126775,672364674
126,139524247669,103408531
127,139541185520,1327051959
128,141114887493,310106304
129,141416275686,1327656053
130,143064370053,645753545
131,148252428255,809717055
132,149368576560,73065411
133,151953340395,243661233
134,152313856312,62560411
135,153891529097,334773790
136,153938229652,646936340
137,154228319404,961722384
138,154274163611,228793135
139,156417964624,513529184
140,157140631854,418531062
141,157528312005,815068563
142,158018463811,125087152
143,158271247434,39917490
144,158713532443,16650127
145,159443989816,728380525
146,159469681004,41790336
147,160310314991,308755281
148,161170824518,562683284
149,165424939518,65752218
150,166457407345,1532088734
151,167435741955,632310007
152,168547980065,146990773
153,168948162256,216329039
154,169051945189,729630310
155,169167519052,566358901
156,169519212993,44965440
157,169613893783,1739886216
158,169838094136,535980525
159,171752489763,155551529
160,172240801953,477908839
161,173860996153,377987471
162,174349169576,269435753
163,174462548082,821696002
164,176123755693,210672950
165,176708231403,193768873
166,176786117538,488791734
167,180394809190,47198540
168,181368596398,372955686
169,182128008772,470993287
170,184394485436,759426933
171,184559909704,154596352
172,185296561084,105421872
173,189611166037,366455667
174,189715834259,360276692
175,190232015592,567218874
176,190603051003,267983044
177,191651284276,565437641
178,194170502318,363645891
179,194513414267,453324174
180,194770237408,440195801
181,196056661580,205425221
182,197550296173,1456803258
183,198204764128,1067501521
184,198328518041,139052298
185,199216027371,690378285
186,199526561333,336397096
187,199553658966,158632035
188,199646465748,330401635
189,202695864783,929867976
190,203124165300,1272346914
191,205619682323,1067710965
192,206728206002,408778201
193,207832622593,1606709805
194,208665378164,86806659
195,209520814335,411276840
196,210357332223,623788061
197,212199768056,4908418046
198,212577500650,225330650
199,213180317111,266145383
200,213339259582,83059893
201,215352372644,170438517
202,215485051379,141174280
203,216475187038,483517254
204,217254344729,465020218
205,217961865438,147412475
206,219568532932,126467301
207,220100844781,59580667
208,220438322496,176490073
209,220972678267,222013686
210,221838460440,116436177
211,224632255740,108916338
212,224872434275,812950864
213,225330412092,1844745276
214,225747034098,297387697
215,226310868591,800773259
216,226970956396,292762403
217,228799448933,390621719
218,228843717752,569051196
219,229901031078,671172787
220,231493684436,47720359
221,233993126125,141131329
222,234690707186,123436590
223,235011771080,166180354
224,235390933305,274545103
225,235961646408,164695144
226,237235802059,171153124
227,237474636995,92941183
228,238817547333,900382976
229,240564654196,281491125
230,242354298029,590422539
231,242523722647,344709580
232,242981338997,1255840251
233,244254012247,423520878
234,244536349434,557272294
235,244793383733,273772548
236,245095201007,561694608
237,246674536625,1229524012
238,251012008336,1770997461
239,251131557958,41625107
